actual_x,actual_y,ScatterFusion_x,ScatterFusion_y,AWGFormer_x,AWGFormer_y,EnergyPatchTST_x,EnergyPatchTST_y,SWIFT_x,SWIFT_y,LWSpace_x,LWSpace_y,TimeFlowDiffuser_x,TimeFlowDiffuser_y,ARIMA_x,ARIMA_y
149.0,-1.47965862,149.0,-1.48526020787301,149.0,-1.5280212177938117,149.0,-1.4678286717255735,149.0,-1.7280169258213138,149.0,-1.4728725595519632,149.0,-1.5684760362890753,149.0,-1.7365972662949578
149.1,-1.014503716,149.1,-1.4865454710208255,149.1,-1.5276945398139916,149.1,-1.4711861954070564,149.1,-1.7307392423198136,149.1,-1.474941520090823,149.1,-1.5684760362890753,149.1,-1.7365972662949578
149.1,-1.47965862,149.1,-1.4865454710208255,149.1,-1.5276945398139916,149.1,-1.4711861954070564,149.1,-1.7307392423198136,149.1,-1.474941520090823,149.1,-1.5684760362890753,149.1,-1.7365972662949578
149.2,-1.014503716,149.2,-1.4878307341686412,149.2,-1.5273678618341717,149.2,-1.4745437190885395,149.2,-1.7334615588183133,149.2,-1.4770104806296827,149.2,-1.5718523556130362,149.2,-1.7365972662949578
149.2,-1.486910478,149.2,-1.4878307341686412,149.2,-1.5273678618341717,149.2,-1.4745437190885395,149.2,-1.7334615588183133,149.2,-1.4770104806296827,149.2,-1.5718523556130362,149.2,-1.7365972662949578
149.3,-1.014503716,149.3,-1.4891159973164574,149.3,-1.5270411838543516,149.3,-1.4779012427700233,149.3,-1.7361838753168137,149.3,-1.479079441168543,149.3,-1.5751048961783471,149.3,-1.7365972662949578
149.3,-1.486910478,149.3,-1.4891159973164574,149.3,-1.5270411838543516,149.3,-1.4779012427700233,149.3,-1.7361838753168137,149.3,-1.479079441168543,149.3,-1.5751048961783471,149.3,-1.7365972662949578
149.4,-1.014503716,149.4,-1.490401260464273,149.4,-1.526437434812089,149.4,-1.4812587664515064,149.4,-1.7384444067112423,149.4,-1.4811484017074028,149.4,-1.578357436743657,149.4,-1.7365972662949578
149.4,-1.486910478,149.4,-1.490401260464273,149.4,-1.526437434812089,149.4,-1.4812587664515064,149.4,-1.7384444067112423,149.4,-1.4811484017074028,149.4,-1.578357436743657,149.4,-1.7365972662949578
149.5,-1.014503716,149.5,-1.4916865236120886,149.5,-1.525784078852449,149.5,-1.4846162901329893,149.5,-1.740622259910042,149.5,-1.4832173622462625,149.5,-1.5816099773089671,149.5,-1.7365972662949578
149.5,-1.4806946,149.5,-1.4916865236120886,149.5,-1.525784078852449,149.5,-1.4846162901329893,149.5,-1.740622259910042,149.5,-1.4832173622462625,149.5,-1.5816099773089671,149.5,-1.7365972662949578
149.6,-1.014503716,149.6,-1.4929717867599044,149.6,-1.5251307228928093,149.6,-1.4879738138144725,149.6,-1.742800113108842,149.6,-1.4852863227851225,149.6,-1.5848625178742772,149.6,-1.7365972662949578
149.6,-1.4806946,149.6,-1.4929717867599044,149.6,-1.5251307228928093,149.6,-1.4879738138144725,149.6,-1.742800113108842,149.6,-1.4852863227851225,149.6,-1.5848625178742772,149.6,-1.7365972662949578
149.7,-1.014503716,149.7,-1.4942570499077201,149.7,-1.5244773669331693,149.7,-1.4913313374959554,149.7,-1.7449779663076417,149.7,-1.4873552833239823,149.7,-1.5881150584395871,149.7,-1.7365972662949578
149.7,-1.4806946,149.7,-1.4942570499077201,149.7,-1.5244773669331693,149.7,-1.4913313374959554,149.7,-1.7449779663076417,149.7,-1.4873552833239823,149.7,-1.5881150584395871,149.7,-1.7365972662949578
149.8,-1.014503716,149.8,-1.495542313055536,149.8,-1.5238240109735293,149.8,-1.4946888611774394,149.8,-1.7398558882201682,149.8,-1.4898804895682347,149.8,-1.591367599004898,149.8,-1.7365972662949578
149.8,-1.470334802,149.8,-1.495542313055536,149.8,-1.5238240109735293,149.8,-1.4946888611774394,149.8,-1.7398558882201682,149.8,-1.4898804895682347,149.8,-1.591367599004898,149.8,-1.7365972662949578
149.9,-1.014503716,149.9,-1.4968275762033518,149.9,-1.5231706550138893,149.9,-1.4980463848589223,149.9,-1.733322328623769,149.9,-1.4924939134067945,149.9,-1.5946201395702082,149.9,-1.7365972662949578
149.9,-1.470334802,149.9,-1.4968275762033518,149.9,-1.5231706550138893,149.9,-1.4980463848589223,149.9,-1.733322328623769,149.9,-1.4924939134067945,149.9,-1.5946201395702082,149.9,-1.7365972662949578
150.0,-1.014503716,150.0,-1.4981128393511676,150.0,-1.5225172990542493,150.0,-1.5001190598565897,150.0,-1.7267887690273693,150.0,-1.495107337245354,150.0,-1.5978726801355183,150.0,-1.7366394554649252
150.0,-1.470334802,150.0,-1.4981128393511676,150.0,-1.5225172990542493,150.0,-1.5001190598565897,150.0,-1.7267887690273693,150.0,-1.495107337245354,150.0,-1.5978726801355183,150.0,-1.7366394554649252
150.1,-1.014503716,150.1,-1.4993981024989833,150.1,-1.5218639430946095,150.1,-1.501933937522256,150.1,-1.72025520943097,150.1,-1.4977207610839138,150.1,-1.6011252207008282,150.1,-1.7367749779884798
150.1,-1.459975005,150.1,-1.4993981024989833,150.1,-1.5218639430946095,150.1,-1.501933937522256,150.1,-1.72025520943097,150.1,-1.4977207610839138,150.1,-1.6011252207008282,150.1,-1.7367749779884798
150.2,-1.014503716,150.2,-1.5006833656467988,150.2,-1.5212105871349695,150.2,-1.5037488151879226,150.2,-1.7083131741540154,150.2,-1.5003341849224736,150.2,-1.6043777612661383,150.2,-1.7369105005120342
150.2,-1.459975005,150.2,-1.5006833656467988,150.2,-1.5212105871349695,150.2,-1.5037488151879226,150.2,-1.7083131741540154,150.2,-1.5003341849224736,150.2,-1.6043777612661383,150.2,-1.7369105005120342
150.3,-1.014503716,150.3,-1.5026458425353633,150.3,-1.5205572311753295,150.3,-1.5055636928535896,150.3,-1.6952460549612127,150.3,-1.502947608761034,150.3,-1.6076303018314493,150.3,-1.7370460230355889
150.3,-1.459975005,150.3,-1.5026458425353633,150.3,-1.5205572311753295,150.3,-1.5055636928535896,150.3,-1.6952460549612127,150.3,-1.502947608761034,150.3,-1.6076303018314493,150.3,-1.7370460230355889
150.4,-1.014503716,150.4,-1.504670131993173,150.4,-1.5195455259297908,150.4,-1.5073785705192562,150.4,-1.682178935768414,150.4,-1.5055610325995938,150.4,-1.6108828423967594,150.4,-1.7371815455591435
150.4,-1.450651187,150.4,-1.504670131993173,150.4,-1.5195455259297908,150.4,-1.5073785705192562,150.4,-1.682178935768414,150.4,-1.5055610325995938,150.4,-1.6108828423967594,150.4,-1.7371815455591435
150.5,-1.014503716,150.5,-1.5066944214509828,150.5,-1.518456599330391,150.5,-1.5091934481849225,150.5,-1.6691118165756151,150.5,-1.5081744564381536,150.5,-1.6141353829620693,150.5,-1.7373170680826981
150.5,-1.450651187,150.5,-1.5066944214509828,150.5,-1.518456599330391,150.5,-1.5091934481849225,150.5,-1.6691118165756151,150.5,-1.5081744564381536,150.5,-1.6141353829620693,150.5,-1.7373170680826981
150.6,-1.014503716,150.6,-1.5087187109087925,150.6,-1.517367672730991,150.6,-1.5104147699732104,150.6,-1.6543913555787528,150.6,-1.5107878802767134,150.6,-1.6173879235273794,150.6,-1.7374525906062528
150.6,-1.450651187,150.6,-1.5087187109087925,150.6,-1.517367672730991,150.6,-1.5104147699732104,150.6,-1.6543913555787528,150.6,-1.5107878802767134,150.6,-1.6173879235273794,150.6,-1.7374525906062528
150.7,-1.014503716,150.7,-1.5107430003666023,150.7,-1.5162787461315912,150.7,-1.5115036965726103,150.7,-1.647313332682654,150.7,-1.513401304115273,150.7,-1.6206404640926895,150.7,-1.7375881131298072
150.7,-1.446507268,150.7,-1.5107430003666023,150.7,-1.5162787461315912,150.7,-1.5115036965726103,150.7,-1.647313332682654,150.7,-1.513401304115273,150.7,-1.6206404640926895,150.7,-1.7375881131298072
150.8,-1.014503716,150.8,-1.5127672898244127,150.8,-1.515189819532191,150.8,-1.5117078287546217,150.8,-1.640235309786553,150.8,-1.5150709472419521,150.8,-1.623577795024686,150.8,-1.7377236356533619
150.8,-1.446507268,150.8,-1.5127672898244127,150.8,-1.515189819532191,150.8,-1.5117078287546217,150.8,-1.640235309786553,150.8,-1.5150709472419521,150.8,-1.623577795024686,150.8,-1.7377236356533619
150.9,-1.014503716,150.9,-1.5147915792822224,150.9,-1.514100892932791,150.9,-1.5117078287546217,150.9,-1.633157286890454,150.9,-1.5165228493744853,150.9,-1.6255983126485907,150.9,-1.7378591581769165
150.9,-1.446507268,150.9,-1.5147915792822224,150.9,-1.514100892932791,150.9,-1.5117078287546217,150.9,-1.633157286890454,150.9,-1.5165228493744853,150.9,-1.6255983126485907,150.9,-1.7378591581769165
151.0,-1.014503716,151.0,-1.5168158687400322,151.0,-1.5121327113146816,151.0,-1.5134663387920406,151.0,-1.6282774015411283,151.0,-1.5179747515070185,151.0,-1.6276188302724954,151.0,-1.7379946807004711
151.0,-1.456867066,151.0,-1.5168158687400322,151.0,-1.5121327113146816,151.0,-1.5134663387920406,151.0,-1.6282774015411283,151.0,-1.5179747515070185,151.0,-1.6276188302724954,151.0,-1.7379946807004711
151.1,-1.014503716,151.1,-1.518840158197842,151.1,-1.509954858115882,151.1,-1.5156441919908403,151.1,-1.6239216951435287,151.1,-1.5194266536395515,151.1,-1.6296393478964002,151.1,-1.7381302032240258
151.1,-1.456867066,151.1,-1.518840158197842,151.1,-1.509954858115882,151.1,-1.5156441919908403,151.1,-1.6239216951435287,151.1,-1.5194266536395515,151.1,-1.6296393478964002,151.1,-1.7381302032240258
151.2,-1.014503716,151.2,-1.5212639934717036,151.2,-1.5077770049170822,151.2,-1.51782204518964,151.2,-1.6195659887459293,151.2,-1.5208785557720848,151.2,-1.6316598655203047,151.2,-1.7382657257475802
151.2,-1.456867066,151.2,-1.5212639934717036,151.2,-1.5077770049170822,151.2,-1.51782204518964,151.2,-1.6195659887459293,151.2,-1.5208785557720848,151.2,-1.6316598655203047,151.2,-1.7382657257475802
151.3,-1.014503716,151.3,-1.5252001118618903,151.3,-1.5055991517182818,151.3,-1.5199998983884404,151.3,-1.6152102823483283,151.3,-1.5223304579046184,151.3,-1.6336803831442102,151.3,-1.7384012482711348
151.3,-1.428895613,151.3,-1.5252001118618903,151.3,-1.5055991517182818,151.3,-1.5199998983884404,151.3,-1.6152102823483283,151.3,-1.5223304579046184,151.3,-1.6336803831442102,151.3,-1.7384012482711348
151.3,-1.500378215,151.3,-1.5252001118618903,151.3,-1.5055991517182818,151.3,-1.5199998983884404,151.3,-1.6152102823483283,151.3,-1.5223304579046184,151.3,-1.6336803831442102,151.3,-1.7384012482711348
151.4,-1.014503716,151.4,-1.5291362302520757,151.4,-1.5038553866301576,151.4,-1.5221777515872403,151.4,-1.61172275217208,151.4,-1.5226247917420164,151.4,-1.635700900768115,151.4,-1.7385367707946895
151.4,-1.428895613,151.4,-1.5291362302520757,151.4,-1.5038553866301576,151.4,-1.5221777515872403,151.4,-1.61172275217208,151.4,-1.5226247917420164,151.4,-1.635700900768115,151.4,-1.7385367707946895
151.4,-1.500378215,151.4,-1.5291362302520757,151.4,-1.5038553866301576,151.4,-1.5221777515872403,151.4,-1.61172275217208,151.4,-1.5226247917420164,151.4,-1.635700900768115,151.4,-1.7385367707946895
151.5,-1.014503716,151.5,-1.5330723486422613,151.5,-1.5022219967310577,151.5,-1.52435560478604,151.5,-1.6084559723738803,151.5,-1.5226247917420164,151.5,-1.6377214183920197,151.5,-1.7386722933182441
151.5,-1.44132737,151.5,-1.5330723486422613,151.5,-1.5022219967310577,151.5,-1.52435560478604,151.5,-1.6084559723738803,151.5,-1.5226247917420164,151.5,-1.6377214183920197,151.5,-1.7386722933182441
151.5,-1.509702032,151.5,-1.5330723486422613,151.5,-1.5022219967310577,151.5,-1.52435560478604,151.5,-1.6084559723738803,151.5,-1.5226247917420164,151.5,-1.6377214183920197,151.5,-1.7386722933182441
151.6,-1.014503716,151.6,-1.5364584728729227,151.6,-1.5005886068319578,151.6,-1.5265334579848397,151.6,-1.6051891925756805,151.6,-1.5226247917420164,151.6,-1.6397419360159242,151.6,-1.7388078158417986
151.6,-1.44132737,151.6,-1.5364584728729227,151.6,-1.5005886068319578,151.6,-1.5265334579848397,151.6,-1.6051891925756805,151.6,-1.5226247917420164,151.6,-1.6397419360159242,151.6,-1.7388078158417986
151.6,-1.509702032,151.6,-1.5364584728729227,151.6,-1.5005886068319578,151.6,-1.5265334579848397,151.6,-1.6051891925756805,151.6,-1.5226247917420164,151.6,-1.6397419360159242,151.6,-1.7388078158417986
151.7,-1.014503716,151.7,-1.5387076833816,151.7,-1.498955216932858,151.7,-1.5287113111836397,151.7,-1.601922412777481,151.7,-1.5226247917420164,151.7,-1.641762453639829,151.7,-1.7389433383653532
151.7,-1.44132737,151.7,-1.5387076833816,151.7,-1.498955216932858,151.7,-1.5287113111836397,151.7,-1.601922412777481,151.7,-1.5226247917420164,151.7,-1.641762453639829,151.7,-1.7389433383653532
151.7,-1.509702032,151.7,-1.5387076833816,151.7,-1.498955216932858,151.7,-1.5287113111836397,151.7,-1.601922412777481,151.7,-1.5226247917420164,151.7,-1.641762453639829,151.7,-1.7389433383653532
151.8,-1.014503716,151.8,-1.5409568938902782,151.8,-1.4973218270337576,151.8,-1.533072556979919,151.8,-1.602573792631821,151.8,-1.5226247917420164,151.8,-1.6437829712637344,151.8,-1.7390788608889078
151.8,-1.487946458,151.8,-1.5409568938902782,151.8,-1.4973218270337576,151.8,-1.533072556979919,151.8,-1.602573792631821,151.8,-1.5226247917420164,151.8,-1.6437829712637344,151.8,-1.7390788608889078
151.9,-1.014503716,151.9,-1.5432061043989556,151.9,-1.4956884371346577,151.9,-1.5352504101787188,151.9,-1.6042849630023066,151.9,-1.5226247917420164,151.9,-1.645803488887639,151.9,-1.7392143834124625
151.9,-1.487946458,151.9,-1.5432061043989556,151.9,-1.4956884371346577,151.9,-1.5352504101787188,151.9,-1.6042849630023066,151.9,-1.5226247917420164,151.9,-1.645803488887639,151.9,-1.7392143834124625
152.0,-1.014503716,152.0,-1.5498221001025911,152.0,-1.4940550472355578,152.0,-1.5374282633775185,152.0,-1.6059961333727921,152.0,-1.521262298901514,152.0,-1.6478240065115437,152.0,-1.7393499059360171
152.0,-1.487946458,152.0,-1.5498221001025911,152.0,-1.4940550472355578,152.0,-1.5374282633775185,152.0,-1.6059961333727921,152.0,-1.521262298901514,152.0,-1.6478240065115437,152.0,-1.7393499059360171
152.1,-1.014503716,152.1,-1.552071310611269,152.1,-1.492421657336458,152.1,-1.5396061165763184,152.1,-1.6077073037432776,152.1,-1.5195200163424742,152.1,-1.6498445241354485,152.1,-1.7394854284595715
152.1,-1.499342235,152.1,-1.552071310611269,152.1,-1.492421657336458,152.1,-1.5396061165763184,152.1,-1.6077073037432776,152.1,-1.5195200163424742,152.1,-1.6498445241354485,152.1,-1.7394854284595715
152.2,-1.014503716,152.2,-1.5543205211199467,152.2,-1.4920572953773106,152.2,-1.5417839697751181,152.2,-1.6094184741137632,152.2,-1.5177777337834344,152.2,-1.6518650417593532,152.2,-1.7396209509831262
152.2,-1.499342235,152.2,-1.5543205211199467,152.2,-1.4920572953773106,152.2,-1.5417839697751181,152.2,-1.6094184741137632,152.2,-1.5177777337834344,152.2,-1.6518650417593532,152.2,-1.7396209509831262
152.3,-1.014503716,152.3,-1.556569731628625,152.3,-1.4920572953773106,152.3,-1.5439618229739185,152.3,-1.6111296444842493,152.3,-1.516035451224394,152.3,-1.6538855593832584,152.3,-1.7397564735066808
152.3,-1.499342235,152.3,-1.556569731628625,152.3,-1.4920572953773106,152.3,-1.5439618229739185,152.3,-1.6111296444842493,152.3,-1.516035451224394,152.3,-1.6538855593832584,152.3,-1.7397564735066808
152.4,-1.014503716,152.4,-1.5669225781094072,152.4,-1.4920572953773106,152.4,-1.5461396761727182,152.4,-1.6128408148547348,152.4,-1.5142931686653545,152.4,-1.6559060770071632,152.4,-1.7398919960302355
152.4,-1.502450174,152.4,-1.5669225781094072,152.4,-1.4920572953773106,152.4,-1.5461396761727182,152.4,-1.6128408148547348,152.4,-1.5142931686653545,152.4,-1.6559060770071632,152.4,-1.7398919960302355
152.5,-1.014503716,152.5,-1.5680471833637457,152.5,-1.4920572953773106,152.5,-1.548317529371518,152.5,-1.6145519852252204,152.5,-1.5125508861063146,152.5,-1.657926594631068,152.5,-1.7400275185537901
152.5,-1.502450174,152.5,-1.5680471833637457,152.5,-1.4920572953773106,152.5,-1.548317529371518,152.5,-1.6145519852252204,152.5,-1.5125508861063146,152.5,-1.657926594631068,152.5,-1.7400275185537901
152.6,-1.014503716,152.6,-1.5691717886180845,152.6,-1.4933097051212258,152.6,-1.5504953825703178,152.6,-1.616263155595706,152.6,-1.5108086035472748,152.6,-1.6599471122549727,152.6,-1.7401630410773445
152.6,-1.502450174,152.6,-1.5691717886180845,152.6,-1.4933097051212258,152.6,-1.5504953825703178,152.6,-1.616263155595706,152.6,-1.5108086035472748,152.6,-1.6599471122549727,152.6,-1.7401630410773445
152.7,-1.014503716,152.7,-1.5702963938724235,152.7,-1.4949430950203257,152.7,-1.5526732357691175,152.7,-1.6179743259661916,152.7,-1.509066320988235,152.7,-1.6619676298788775,152.7,-1.7402985636008992
152.7,-1.504522134,152.7,-1.5702963938724235,152.7,-1.4949430950203257,152.7,-1.5526732357691175,152.7,-1.6179743259661916,152.7,-1.509066320988235,152.7,-1.6619676298788775,152.7,-1.7402985636008992
152.8,-1.014503716,152.8,-1.5721825693669709,152.8,-1.4965764849194259,152.8,-1.554851088967918,152.8,-1.6196854963366776,152.8,-1.5073240384291946,152.8,-1.6639881475027827,152.8,-1.7404340861244538
152.8,-1.504522134,152.8,-1.5721825693669709,152.8,-1.4965764849194259,152.8,-1.554851088967918,152.8,-1.6196854963366776,152.8,-1.5073240384291946,152.8,-1.6639881475027827,152.8,-1.7404340861244538
152.9,-1.014503716,152.9,-1.5744317798756482,152.9,-1.4982098748185257,152.9,-1.5570289421667176,152.9,-1.621396666707163,152.9,-1.505581755870155,152.9,-1.6660086651266874,152.9,-1.7405696086480085
152.9,-1.504522134,152.9,-1.5744317798756482,152.9,-1.4982098748185257,152.9,-1.5570289421667176,152.9,-1.621396666707163,152.9,-1.505581755870155,152.9,-1.6660086651266874,152.9,-1.7405696086480085
153.0,-1.014503716,153.0,-1.5766809903843257,153.0,-1.4998432647176256,153.0,-1.5603052767414087,153.0,-1.6231078370776488,153.0,-1.5049612173240385,153.0,-1.6680291827505922,153.0,-1.740705131171563
153.0,-1.508666053,153.0,-1.5766809903843257,153.0,-1.4998432647176256,153.0,-1.5603052767414087,153.0,-1.6231078370776488,153.0,-1.5049612173240385,153.0,-1.6680291827505922,153.0,-1.740705131171563
153.1,-1.014503716,153.1,-1.578930200893003,153.1,-1.5014766546167253,153.1,-1.5639350320727416,153.1,-1.6248190074481343,153.1,-1.5075874520637675,153.1,-1.670049700374497,153.1,-1.7408406536951175
153.1,-1.508666053,153.1,-1.578930200893003,153.1,-1.5014766546167253,153.1,-1.5639350320727416,153.1,-1.6248190074481343,153.1,-1.5075874520637675,153.1,-1.670049700374497,153.1,-1.7408406536951175
153.2,-1.014503716,153.2,-1.5825192204955882,153.2,-1.5031100445158252,153.2,-1.5675647874040746,153.2,-1.626880887090008,153.2,-1.5102136868034968,153.2,-1.6720702179984015,153.2,-1.7409802177949243
153.2,-1.508666053,153.2,-1.5825192204955882,153.2,-1.5031100445158252,153.2,-1.5675647874040746,153.2,-1.626880887090008,153.2,-1.5102136868034968,153.2,-1.6720702179984015,153.2,-1.7409802177949243
153.3,-1.014503716,153.3,-1.586455338885775,153.3,-1.5047434344149255,153.3,-1.5711945427354086,153.3,-1.6290587402888081,153.3,-1.5128399215432267,153.3,-1.674090735622307,153.3,-1.7411609144929971
153.3,-1.513845951,153.3,-1.586455338885775,153.3,-1.5047434344149255,153.3,-1.5711945427354086,153.3,-1.6290587402888081,153.3,-1.5128399215432267,153.3,-1.674090735622307,153.3,-1.7411609144929971
153.4,-1.014503716,153.4,-1.5903914572759603,153.4,-1.5067832154313054,153.4,-1.5748242980667415,153.4,-1.6339778142134451,153.4,-1.515466156282956,153.4,-1.6761112532462117,153.4,-1.7413416111910698
153.4,-1.513845951,153.4,-1.5903914572759603,153.4,-1.5067832154313054,153.4,-1.5748242980667415,153.4,-1.6339778142134451,153.4,-1.515466156282956,153.4,-1.6761112532462117,153.4,-1.7413416111910698
153.5,-1.014503716,153.5,-1.594327575666146,153.5,-1.5089610686301054,153.5,-1.5784540533980744,153.5,-1.6339778142134451,153.5,-1.518092391022685,153.5,-1.6781317708701162,153.5,-1.7415223078891426
153.5,-1.513845951,153.5,-1.594327575666146,153.5,-1.5089610686301054,153.5,-1.5784540533980744,153.5,-1.6339778142134451,153.5,-1.518092391022685,153.5,-1.6781317708701162,153.5,-1.7415223078891426
153.6,-1.014503716,153.6,-1.5964702207575774,153.6,-1.511138921828905,153.6,-1.5715589068278237,153.6,-1.6350877731127815,153.6,-1.5207186257624141,153.6,-1.680152288494021,153.6,-1.7417030045872153
153.6,-1.522133789,153.6,-1.5964702207575774,153.6,-1.511138921828905,153.6,-1.5715589068278237,153.6,-1.6350877731127815,153.6,-1.5207186257624141,153.6,-1.680152288494021,153.6,-1.7417030045872153
153.7,-1.014503716,153.7,-1.5984382799526704,153.7,-1.5133167750277048,153.7,-1.5639364206320243,153.7,-1.6365850471869565,153.7,-1.5233448605021431,153.7,-1.6821728061179257,153.7,-1.7418837012852881
153.7,-1.522133789,153.7,-1.5984382799526704,153.7,-1.5133167750277048,153.7,-1.5639364206320243,153.7,-1.6365850471869565,153.7,-1.5233448605021431,153.7,-1.6821728061179257,153.7,-1.7418837012852881
153.8,-1.014503716,153.8,-1.6004063391477636,153.8,-1.5154946282265052,153.8,-1.556313934436223,153.8,-1.6380823212611317,153.8,-1.525971095241873,153.8,-1.6841933237418312,153.8,-1.742064397983361
153.8,-1.522133789,153.8,-1.6004063391477636,153.8,-1.5154946282265052,153.8,-1.556313934436223,153.8,-1.6380823212611317,153.8,-1.525971095241873,153.8,-1.6841933237418312,153.8,-1.742064397983361
153.9,-1.014503716,153.9,-1.6023743983428567,153.9,-1.517672481425305,153.9,-1.5486914482404237,153.9,-1.6395795953353067,153.9,-1.5285973299816022,153.9,-1.6862138413657357,153.9,-1.7422450946814336
153.9,-1.531457607,153.9,-1.6023743983428567,153.9,-1.517672481425305,153.9,-1.5486914482404237,153.9,-1.6395795953353067,153.9,-1.5285973299816022,153.9,-1.6862138413657357,153.9,-1.7422450946814336
154.0,-1.014503716,154.0,-1.6043424575379495,154.0,-1.5198503346241048,154.0,-1.5366900598327475,154.0,-1.6410768694094815,154.0,-1.5312235647213315,154.0,-1.6882343589896405,154.0,-1.7424257913795065
154.0,-1.531457607,154.0,-1.6043424575379495,154.0,-1.5198503346241048,154.0,-1.5366900598327475,154.0,-1.6410768694094815,154.0,-1.5312235647213315,154.0,-1.6882343589896405,154.0,-1.7424257913795065
154.1,-1.014503716,154.1,-1.6063105167330425,154.1,-1.5220281878229045,154.1,-1.5230784773402488,154.1,-1.6425741434836565,154.1,-1.5338497994610605,154.1,-1.6902548766135452,154.1,-1.7426064880775793
154.1,-1.531457607,154.1,-1.6063105167330425,154.1,-1.5220281878229045,154.1,-1.5230784773402488,154.1,-1.6425741434836565,154.1,-1.5338497994610605,154.1,-1.6902548766135452,154.1,-1.7426064880775793
154.2,-1.014503716,154.2,-1.6082785759281353,154.2,-1.5242060410217042,154.2,-1.5094668948477499,154.2,-1.6440714175578313,154.2,-1.5364760342007897,154.2,-1.69227539423745,154.2,-1.742787184775652
154.2,-1.539745445,154.2,-1.6082785759281353,154.2,-1.5242060410217042,154.2,-1.5094668948477499,154.2,-1.6440714175578313,154.2,-1.5364760342007897,154.2,-1.69227539423745,154.2,-1.742787184775652
154.3,-1.014503716,154.3,-1.6102330094336073,154.3,-1.5263838942205046,154.3,-1.4958553123552472,154.3,-1.6455686916320065,154.3,-1.5391022689405196,154.3,-1.6942959118613552,154.3,-1.7429678814737248
154.3,-1.539745445,154.3,-1.6102330094336073,154.3,-1.5263838942205046,154.3,-1.4958553123552472,154.3,-1.6455686916320065,154.3,-1.5391022689405196,154.3,-1.6942959118613552,154.3,-1.7429678814737248
154.4,-1.014503716,154.4,-1.6121073515241717,154.4,-1.5285617474193043,154.4,-1.4857766134479908,154.4,-1.6470659657061815,154.4,-1.5417285036802486,154.4,-1.69631642948526,154.4,-1.74314770579918
154.4,-1.539745445,154.4,-1.6121073515241717,154.4,-1.5285617474193043,154.4,-1.4857766134479908,154.4,-1.6470659657061815,154.4,-1.5417285036802486,154.4,-1.69631642948526,154.4,-1.74314770579918
154.5,-1.546997303,154.5,-1.6139816936147364,154.5,-1.530739600618104,154.5,-1.4770652006527916,154.5,-1.6485632397803562,154.5,-1.5443547384199778,154.5,-1.6983369471091647,154.5,-1.7431894050371968
154.6,-1.546997303,154.6,-1.6158560357053011,154.6,-1.5313583621319324,154.6,-1.4683537878575923,154.6,-1.6500605138545312,154.6,-1.546980973159707,154.6,-1.7003574647330695,154.6,-1.7432311042752135
154.7,-1.546997303,154.7,-1.6177303777958656,154.7,-1.5313583621319324,154.7,-1.4596423750623932,154.7,-1.651557787928706,154.7,-1.549607207899436,154.7,-1.7023779823569742,154.7,-1.7432728035132303
154.8,-1.552177202,154.8,-1.619604719886431,154.8,-1.5327677482856046,154.8,-1.4543042415103025,154.8,-1.6530550620028814,154.8,-1.552233442639166,154.8,-1.7043984999808794,154.8,-1.743314502751247
154.9,-1.552177202,154.9,-1.6212384206376258,154.9,-1.5316788216862047,154.9,-1.4564820947091024,154.9,-1.6545523360770562,154.9,-1.5548596773788952,154.9,-1.7064190176047842,154.9,-1.7433562019892639
155.0,-1.552177202,155.0,-1.6223630258919643,155.0,-1.5350786888196666,155.0,-1.458659947907902,155.0,-1.6560496101512312,155.0,-1.5574859121186244,155.0,-1.708439535228689,155.0,-1.7433979012272807
155.1,-1.556321121,155.1,-1.6243411909868084,155.1,-1.5372565420184663,155.1,-1.4608378011067018,155.1,-1.657546884225406,155.1,-1.5601121468583534,155.1,-1.7104600528525937,155.1,-1.7434396004652974
155.2,-1.556321121,155.2,-1.627715006749825,155.2,-1.539434395217266,155.2,-1.4630156543055017,155.2,-1.6591619633038117,155.2,-1.5627383815980826,155.2,-1.7124805704764983,155.2,-1.7434812997033142
155.3,-1.556321121,155.3,-1.6303499257656646,155.3,-1.5416122484160664,155.3,-1.465193507504302,155.3,-1.6608273804558356,155.3,-1.5653646163378125,155.3,-1.715672515159986,155.3,-1.7435229989413312
155.4,-1.55839308,155.4,-1.6320368336471727,155.4,-1.5437901016148663,155.4,-1.4681287489508714,155.4,-1.662492797607859,155.4,-1.5679908510775415,155.4,-1.7189250557252962,155.4,-1.743564698179348
155.5,-1.55839308,155.5,-1.633723741528681,155.5,-1.545967954813666,155.5,-1.471395528749071,155.5,-1.6641582147598823,155.5,-1.5706170858172708,155.5,-1.7173016430498373,155.5,-1.7436063974173648
155.6,-1.55839308,155.6,-1.635410649410189,155.6,-1.5481458080124657,155.6,-1.4746623085472708,155.6,-1.6658236319119057,155.6,-1.573243320557,155.6,-1.7153501187106512,155.6,-1.7436480966553816
155.7,-1.567716898,155.7,-1.6369935183493889,155.7,-1.5503236612112654,155.7,-1.4779290883454703,155.7,-1.667489049063929,155.7,-1.575869555296729,155.7,-1.7133985943714654,155.7,-1.7436897958933983
155.8,-1.567716898,155.8,-1.638492992021841,155.8,-1.5525015144100658,155.8,-1.4811958681436708,155.8,-1.6691544662159528,155.8,-1.578495790036459,155.8,-1.7114470700322788,155.8,-1.7437314951314151
